Unnamed: 0	word	freq_full_wiki	freq_3_4_wiki	freq_half_wiki	freq_1_5_wiki	freq_1_10_wiki
41	thousand	2.309290858736537e-05	2.3009111277983006e-05	2.3000543609125633e-05	2.3163595850986225e-05	2.26752150258363e-05
42	spinning	4.47101000803309e-06	4.5003904771039515e-06	4.377377457096398e-06	4.540522546254833e-06	4.489853964546376e-06
43	jennies	1.1932153079719008e-08	1.3753461490528741e-08	1.3518371558680054e-08	1.611829089902319e-08	1.9366731694664456e-08
44	that	0.004729870974303871	0.004726459561989145	0.004732169693581872	0.004738704992003772	0.004726922127220764
45	hummed	6.901299348810453e-08	6.833751178106468e-08	6.952305373035456e-08	6.447316359609276e-08	5.164461785243855e-08
46	and	0.02656900019206155	0.026568809258088962	0.026578499289459906	0.026583771457089934	0.02658139443056888
47	clattered	1.612453118880947e-08	1.762162253473995e-08	2.1886887285481992e-08	1.773011998892551e-08	2.5822308926219275e-08
48	spun	4.8022078786512366e-06	4.830473552876641e-06	4.862107637271926e-06	4.879006655134319e-06	4.880416387055443e-06
49	wool	4.289770277470871e-06	4.260564492362857e-06	4.271161680563912e-06	4.292300866409876e-06	4.325236745141728e-06
50	into	0.001044083711384711	0.0010436354370719147	0.0010447930951917473	0.001043669006686291	0.0010442251228787655
51	money	7.644962727238346e-05	7.674646409550827e-05	7.691180938514168e-05	7.644099458861749e-05	7.670194087671859e-05
52	for	0.007419028698636362	0.007420011814945477	0.007417757711636327	0.007408933594644999	0.0074022650380420225
53	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
54	long-bearded	8.062265594404735e-09	9.025709103159487e-09	7.081051768832409e-09	3.223658179804638e-09	3.2277886157774094e-09
55	mill	1.9170777620999356e-05	1.9212726110925494e-05	1.929908472996324e-05	2.011562704198094e-05	1.96604604587002e-05
56	owners.	3.4948308898625647e-06	3.5195967545606206e-06	3.5450320082690977e-06	3.5540831432346132e-06	3.6474011358284728e-06
57	That	8.344541637396033e-05	8.348179206482315e-05	8.338582189779146e-05	8.398113107118053e-05	8.448736701797369e-05
58	all	0.0008321425509483756	0.0008315003278593129	0.0008324104657571778	0.0008324871593272891	0.0008309844957660467
59	mill	1.9170777620999356e-05	1.9212726110925494e-05	1.929908472996324e-05	2.011562704198094e-05	1.96604604587002e-05
60	owners	2.7187894528075425e-05	2.7176839905284793e-05	2.727621141354244e-05	2.753971183007102e-05	2.779771555907505e-05
61	were	0.0027575525032948168	0.002757239805366583	0.0027610565803427127	0.002756519484798238	0.0027404667739331836
62	generally	9.462616630028082e-05	9.466593503065249e-05	9.496398527181144e-05	9.493512156615669e-05	9.553285966116398e-05
63	busy	8.427324980519382e-06	8.456229838317281e-06	8.396839933877267e-06	8.350886514783915e-06	8.217949815769285e-06
64	as	0.007113002511166442	0.007107547353137826	0.007111602644823046	0.007105226310209245	0.007102829543733584
65	beavers	3.66026857985975e-07	3.176190012968981e-07	3.057726900177631e-07	2.691754580136873e-07	3.066399184988539e-07
66	and	0.02656900019206155	0.026568809258088962	0.026578499289459906	0.026583771457089934	0.02658139443056888
67	quite	3.7882651084365195e-05	3.7945370456697216e-05	3.799563632759674e-05	3.7637821078309055e-05	3.752627044702816e-05
68	pleased	4.5048715235295896e-06	4.502969251133426e-06	4.600108721825127e-06	4.505062306276982e-06	4.5318152165514825e-06
69	with	0.0062203297600977705	0.006219074600441013	0.006226307022064354	0.006218565575170339	0.006216778974182375
70	themselves	6.222714578260596e-05	6.218154837703834e-05	6.253212443858002e-05	6.223755664839824e-05	6.192189680507383e-05
71	for	0.007419028698636362	0.007420011814945477	0.007417757711636327	0.007408933594644999	0.0074022650380420225
72	being	0.0006197985997229437	0.0006195139279490776	0.000619668633878335	0.0006210167945611948	0.0006215332924882506
73	so	0.00033492747468211816	0.00033482801998692223	0.00033568434015326915	0.00033538617336869474	0.00033441503953761853
74	successful	9.868438830988039e-05	9.843610266174368e-05	9.856180330235728e-05	9.811526036053396e-05	9.832812460242722e-05
75	and	0.02656900019206155	0.026568809258088962	0.026578499289459906	0.026583771457089934	0.02658139443056888
76	well	0.0004737135720585677	0.0004737091847312667	0.00047416267600851374	0.00047349736076606483	0.0004739232913001339
77	off	0.0002254261058695368	0.00022512267481637654	0.00022509118616368664	0.00022445203625616762	0.00022320481056962364
78	was	0.010552506909613964	0.010550535608013516	0.010550397633404351	0.010548684787516593	0.01053793579451376
79	known	0.0006592034065515325	0.0006589837836528657	0.0006589253411527628	0.0006613044626633032	0.000661231864673697
80	to	0.01766455001117467	0.017664912414372732	0.017683733313569903	0.017681915016333802	0.01767279145689309
81	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
82	residents	5.802090057669312e-05	5.792915000243548e-05	5.791141629342738e-05	5.751812107316425e-05	5.7412676108832784e-05
83	of	0.03311341948444819	0.03311837652957768	0.033118991934775376	0.03313089710943323	0.03308533361895389
84	Bradford,	2.156817291815155e-06	2.1588636583414333e-06	2.150064809809113e-06	2.213041340435884e-06	2.175529527033974e-06
85	and	0.02656900019206155	0.026568809258088962	0.026578499289459906	0.026583771457089934	0.02658139443056888
86	if	0.0002741144502847708	0.0002737033391662967	0.00027400516058684397	0.0002748136361701656	0.00027552080845414387
87	you	0.00011426133041951789	0.00011421691033511067	0.00011473170688247558	0.00011471065267016824	0.00011370853735660657
88	were	0.0027575525032948168	0.002757239805366583	0.0027610565803427127	0.002756519484798238	0.0027404667739331836
89	to	0.01766455001117467	0.017664912414372732	0.017683733313569903	0.017681915016333802	0.01767279145689309
90	go	0.00010925563095726388	0.00010903572351422554	0.00010978076423210376	0.00010962210823334662	0.00010897982703449268
91	into	0.001044083711384711	0.0010436354370719147	0.0010447930951917473	0.001043669006686291	0.0010442251228787655
92	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
93	city	0.0003165651810549257	0.0003171320428009991	0.0003175697222646379	0.00031815894405581873	0.0003195898064253529
94	to	0.01766455001117467	0.017664912414372732	0.017683733313569903	0.017681915016333802	0.01767279145689309
95	visit	4.6580545698232795e-05	4.6707185017507186e-05	4.6708548663155525e-05	4.65705778945477e-05	4.663831770936779e-05
96	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
97	stately	1.0864709115019821e-06	1.0895320274528237e-06	1.0994942201059776e-06	1.1298921920215257e-06	1.126498226906316e-06
98	City	0.0003424608556535299	0.00034156420754758023	0.0003408000781902611	0.0003398880120167919	0.00033958595690009393
99	Hall,	2.9618183868852788e-05	2.9719940894017874e-05	2.925826217683653e-05	2.952548526883068e-05	2.9582682663599958e-05
100	you	0.00011426133041951789	0.00011421691033511067	0.00011473170688247558	0.00011471065267016824	0.00011370853735660657
101	would	0.0008501568771925135	0.0008507723657729164	0.0008510735432919041	0.0008531459727725672	0.0008474171676089695
102	see	0.00010986288080183445	0.00010988843812663832	0.00011003696955973969	0.00011024427426204891	0.00010971253505027414
103	there	0.0005309263111320777	0.0005306347618405651	0.0005317567324363016	0.0005304497298286734	0.0005291217044185434
104	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
105	Crest	2.264206669532626e-06	2.2551378887751347e-06	2.2704426898792643e-06	2.480604969359669e-06	2.6693811852479177e-06
106	of	0.03311341948444819	0.03311837652957768	0.033118991934775376	0.03313089710943323	0.03308533361895389
107	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
108	City	0.0003424608556535299	0.00034156420754758023	0.0003408000781902611	0.0003398880120167919	0.00033958595690009393
109	of	0.03311341948444819	0.03311837652957768	0.033118991934775376	0.03313089710943323	0.03308533361895389
110	Bradford,	2.156817291815155e-06	2.1588636583414333e-06	2.150064809809113e-06	2.213041340435884e-06	2.175529527033974e-06
111	which	0.0024778634800874506	0.0024775764896225	0.0024807280405263013	0.002484977861680574	0.002485600584831399
112	those	0.0002730779654199541	0.00027342612095812823	0.0002736916631130784	0.0002738014075017069	0.00027070172005078824
113	same	0.0004307600784059457	0.0004305336307471244	0.000431349993282174	0.00043193473585384365	0.0004315585657180554
114	mill	1.9170777620999356e-05	1.9212726110925494e-05	1.929908472996324e-05	2.011562704198094e-05	1.96604604587002e-05
115	owners	2.7187894528075425e-05	2.7176839905284793e-05	2.727621141354244e-05	2.753971183007102e-05	2.779771555907505e-05
116	created	0.0002257256996590249	0.0002260536122410167	0.00022599884825405517	0.0002254771595573455	0.00022583545829148223
117	to	0.01766455001117467	0.017664912414372732	0.017683733313569903	0.017681915016333802	0.01767279145689309
118	celebrate	1.462236986325998e-05	1.4643568326368898e-05	1.4682882708663492e-05	1.485945237980948e-05	1.4699349356250322e-05
119	their	0.001664410873240024	0.001663818556881641	0.0016673707538831144	0.0016627548299977828	0.0016644027441483895
120	achievements.	1.5705293377900423e-06	1.5726223623076458e-06	1.5803620084075967e-06	1.5441322681264217e-06	1.458960454331389e-06
121	It	0.001603516581205485	0.0016030308358675333	0.0016037468600081763	0.0016048901656702894	0.0016083263725264886
122	shows	0.00012843672827822408	0.0001285501661865995	0.0001283530755577932	0.00012848856773065327	0.0001280915634285107
123	a	0.01724727358823943	0.017238686195846172	0.017246348976716726	0.017256153585894284	0.01725578053446634
124	sinister	2.1084436982487265e-06	2.07677268506984e-06	2.0135936302643434e-06	2.045411115086043e-06	2.049645771018655e-06
125	looking	3.3230078855146105e-05	3.3239967444250075e-05	3.341419583316217e-05	3.332134277555064e-05	3.2910532726466464e-05
126	boar's	9.868213087551396e-08	9.283586506106901e-08	9.39848689317756e-08	1.0799254902345537e-07	1.0974481293643192e-07
127	head	0.0001848132491642824	0.00018444810184515254	0.00018436934490508942	0.000183903251841495	0.00018430027438365852
128	sitting	1.74406154244401e-05	1.7389103076415698e-05	1.7474748301520414e-05	1.7323939058270126e-05	1.7317085923645803e-05
129	on	0.0066782696707661975	0.006676103415158298	0.006678455351855547	0.006674885673325315	0.006678775586547211
130	top	0.00020120351262708345	0.0002010244613066123	0.00020095574307561087	0.00020104344238351625	0.00020119774778725325
131	of	0.03311341948444819	0.03311837652957768	0.033118991934775376	0.03313089710943323	0.03308533361895389
132	a	0.01724727358823943	0.017238686195846172	0.017246348976716726	0.017256153585894284	0.01725578053446634
133	well	0.0004737135720585677	0.0004737091847312667	0.00047416267600851374	0.00047349736076606483	0.0004739232913001339
134	which	0.0024778634800874506	0.0024775764896225	0.0024807280405263013	0.002484977861680574	0.002485600584831399
135	seems	3.571228918635144e-05	3.5680347267475766e-05	3.573999947323412e-05	3.58648090794165e-05	3.5825225846513464e-05
136	puzzling	3.3893764558877506e-07	3.451259242779556e-07	3.3602809303004705e-07	3.255894761602684e-07	3.4860117050396025e-07
137	at	0.004863677493958592	0.004862514820192857	0.004863025599073958	0.0048624322166028544	0.004862121281181217
138	first,	2.1901950713759904e-05	2.19294645509765e-05	2.1961560195044224e-05	2.2038539146234407e-05	2.1945734798670607e-05
139	but	0.0014707194572031832	0.0014710994671326217	0.0014730467376550046	0.0014700783924199495	0.0014661229172697992
140	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
141	reason	3.71593046152352e-05	3.715626560367813e-05	3.728431249081857e-05	3.709947016228168e-05	3.688071272387268e-05
142	for	0.007419028698636362	0.007420011814945477	0.007417757711636327	0.007408933594644999	0.0074022650380420225
143	this	0.0012686442524200326	0.0012686609780665143	0.0012676788555954321	0.0012698747129922723	0.0012634629812395986
144	symbol	2.1005426779662096e-05	2.0901393304559475e-05	2.073975689893114e-05	2.0757135019762065e-05	2.0167223271377256e-05
145	is	0.008059469278205972	0.008053676335585623	0.008059446485319794	0.00807472538949459	0.008078412513909228
146	a	0.01724727358823943	0.017238686195846172	0.017246348976716726	0.017256153585894284	0.01725578053446634
147	matter	3.2612509310614705e-05	3.26184829031468e-05	3.2657167025876083e-05	3.2481579819711534e-05	3.2042257588822345e-05
148	of	0.03311341948444819	0.03311837652957768	0.033118991934775376	0.03313089710943323	0.03308533361895389
149	legend.	1.2819002295103529e-06	1.2726249835454875e-06	1.2340342037137934e-06	1.278180468292539e-06	1.2491541943058574e-06
150	There	0.000349594670742083	0.0003493138533018216	0.0003494473298639634	0.0003480535381862371	0.00034565097170913966
151	was	0.010552506909613964	0.010550535608013516	0.010550397633404351	0.010548684787516593	0.01053793579451376
152	once,	4.637415169901603e-06	4.565289623512384e-06	4.5730719787077664e-06	4.453483775400108e-06	4.3865647288415e-06
153	legend	1.369907920738875e-05	1.3656327668751882e-05	1.356922638501985e-05	1.3611896664225084e-05	1.3795568543832648e-05
154	has	0.0019234956480037055	0.0019205458266119092	0.0019226040462307836	0.0019237083478238783	0.001930895427844204
155	it,	5.6158194733761844e-05	5.626627054909624e-05	5.6354872368242215e-05	5.6254447066680836e-05	5.591820997972784e-05
156	a	0.01724727358823943	0.017238686195846172	0.017246348976716726	0.017256153585894284	0.01725578053446634
157	fearsome	6.349840382153169e-07	6.262122934906368e-07	6.282824114891301e-07	6.350606614215137e-07	5.810019508399337e-07
158	boar,	5.030853730908555e-07	5.144654188800908e-07	5.13698119229842e-07	5.319035996677653e-07	4.938516582139436e-07
159	which	0.0024778634800874506	0.0024775764896225	0.0024807280405263013	0.002484977861680574	0.002485600584831399
160	lived	9.67868534795813e-05	9.681190481884655e-05	9.661000794207548e-05	9.703855852847922e-05	9.676264712377519e-05
161	in	0.024376895331211554	0.02437617999219694	0.02438199114856298	0.024392257705978786	0.02441213649681536
162	a	0.01724727358823943	0.017238686195846172	0.017246348976716726	0.017256153585894284	0.01725578053446634
163	wood	2.4509287406990394e-05	2.443345413359589e-05	2.4606011164713635e-05	2.4443388148368667e-05	2.5037956292585366e-05
164	located	0.0003802944881630811	0.0003804344982895155	0.000379973100307421	0.0003816907994634086	0.00037987521440222753
165	just	0.00022574085671834236	0.000225682698576444	0.00022558042246771507	0.00022698099609822436	0.00022679411151036813
166	outside	0.00010784279953450039	0.0001078421809342506	0.00010806843716800428	0.00010755735516918174	0.0001091605831969762
167	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
168	manor	1.115591814828972e-05	1.1204773158065134e-05	1.1186130598818251e-05	1.107971316398854e-05	1.080340849700699e-05
169	of	0.03311341948444819	0.03311837652957768	0.033118991934775376	0.03313089710943323	0.03308533361895389
170	Bradford.	8.007442188362783e-07	8.209097327159343e-07	8.452200884069957e-07	7.736779631531132e-07	7.423913816288042e-07
171	A	0.0010987178154305067	0.001098839682516539	0.0010993931541852771	0.0010995752986695528	0.001096205430747245
172	source	6.820386451305007e-05	6.818622370466887e-05	6.845703357315578e-05	6.824806732464399e-05	6.7212242346333e-05
173	of	0.03311341948444819	0.03311837652957768	0.033118991934775376	0.03313089710943323	0.03308533361895389
174	great	0.00012455619860232518	0.00012434891349691457	0.0001240889949289981	0.00012514079871092616	0.00012455713489423445
175	trouble	1.0515774260093985e-05	1.0534721706073438e-05	1.0526305320358869e-05	1.0621953702456282e-05	1.0771130610849216e-05
176	to	0.01766455001117467	0.017664912414372732	0.017683733313569903	0.017681915016333802	0.01767279145689309
177	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
178	local	0.0003245045777216717	0.0003246517478709457	0.0003245574328965175	0.0003245788593208997	0.00032535140910451555
179	folk	3.16766415204162e-05	3.149929497435503e-05	3.1272499539079855e-05	3.156928455482682e-05	3.186150142633881e-05
180	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
181	boar	9.716642494376587e-07	9.85091679259121e-07	9.334113695279084e-07	9.332490430534427e-07	8.553639831810135e-07
182	was,	1.721938685652963e-05	1.7197844002563034e-05	1.7213393118052602e-05	1.7061210916616046e-05	1.723316341963559e-05
183	bringing	3.239579561143711e-05	3.209241300113408e-05	3.247112848394949e-05	3.10680057078672e-05	3.1393472077051084e-05
184	terror	4.2184998496163335e-06	4.210278398788111e-06	4.22223805016107e-06	4.366445004545382e-06	4.3026422248312866e-06
185	to	0.01766455001117467	0.017664912414372732	0.017683733313569903	0.017681915016333802	0.01767279145689309
186	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
187	peaceful	8.560513608138947e-06	8.503077566519395e-06	8.589959527572696e-06	8.616838314617797e-06	8.837685229998547e-06
188	flocks	1.13742443005862e-06	1.1449756690865176e-06	1.174810861647195e-06	1.0621953702456282e-06	9.94158893659442e-07
189	and	0.02656900019206155	0.026568809258088962	0.026578499289459906	0.026583771457089934	0.02658139443056888
190	ravaging	3.195882081622037e-07	3.15040227267424e-07	3.167161336605041e-07	3.1914215980065915e-07	3.453733818881828e-07
191	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
192	countryside	4.918949484458217e-06	4.90568779540297e-06	4.857601513419032e-06	4.898348604213147e-06	4.819088403355672e-06
193	around.	3.1375112787185466e-06	3.1259039193942353e-06	3.1085817265174276e-06	3.126948434410499e-06	3.050260241909652e-06
194	Even	3.104617235093375e-05	3.0954743858464404e-05	3.101822540738088e-05	3.109057131512583e-05	3.081892570344271e-05
195	worse,	1.5276380848278092e-06	1.5262044297771112e-06	1.4941019232236382e-06	1.4216332572938454e-06	1.4654160315629438e-06
196	however,	0.00014533233454848242	0.00014533239777474562	0.00014525490239801717	0.00014517099881114227	0.00014473081374284327
197	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
198	boar	9.716642494376587e-07	9.85091679259121e-07	9.334113695279084e-07	9.332490430534427e-07	8.553639831810135e-07
199	most	0.000674048294945198	0.0006738250579881609	0.0006754698967446503	0.0006768312122863323	0.0006738266958524605
200	liked	8.87010460696409e-06	8.81725820244366e-06	8.772135677625385e-06	8.887625601721387e-06	8.857051961693212e-06
201	to	0.01766455001117467	0.017664912414372732	0.017683733313569903	0.017681915016333802	0.01767279145689309
202	go	0.00010925563095726388	0.00010903572351422554	0.00010978076423210376	0.00010962210823334662	0.00010897982703449268
203	to	0.01766455001117467	0.017664912414372732	0.017683733313569903	0.017681915016333802	0.01767279145689309
204	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
205	well	0.0004737135720585677	0.0004737091847312667	0.00047416267600851374	0.00047349736076606483	0.0004739232913001339
206	that	0.004729870974303871	0.004726459561989145	0.004732169693581872	0.004738704992003772	0.004726922127220764
207	was	0.010552506909613964	0.010550535608013516	0.010550397633404351	0.010548684787516593	0.01053793579451376
208	in	0.024376895331211554	0.02437617999219694	0.02438199114856298	0.024392257705978786	0.02441213649681536
209	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
210	wood	2.4509287406990394e-05	2.443345413359589e-05	2.4606011164713635e-05	2.4443388148368667e-05	2.5037956292585366e-05
211	and	0.02656900019206155	0.026568809258088962	0.026578499289459906	0.026583771457089934	0.02658139443056888
212	drink	1.2862216038689538e-05	1.2959628885122286e-05	1.2917125890308283e-05	1.269154225389086e-05	1.2888559942799195e-05
213	its	0.0015334809699493863	0.001534493898894856	0.001533956657506543	0.0015366469338329153	0.0015354655001025453
214	fresh	1.7035567200977205e-05	1.7013461659455633e-05	1.6988086925407933e-05	1.703703348026751e-05	1.698462369622073e-05
215	water,	1.934395508596717e-05	1.9420747215969743e-05	1.953018451041877e-05	1.9699775136786143e-05	1.9405465158053787e-05
216	so	0.00033492747468211816	0.00033482801998692223	0.00033568434015326915	0.00033538617336869474	0.00033441503953761853
217	that	0.004729870974303871	0.004726459561989145	0.004732169693581872	0.004738704992003772	0.004726922127220764
218	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
219	people	0.0009109657092117518	0.0009108689753471249	0.0009113255690609202	0.0009125450983936475	0.0009094843149017533
220	of	0.03311341948444819	0.03311837652957768	0.033118991934775376	0.03313089710943323	0.03308533361895389
221	Bradford	1.3225985462309079e-05	1.317323733389706e-05	1.3381256647156299e-05	1.3216998537199015e-05	1.306931610528273e-05
222	had	0.002013590498549307	0.002014166928364953	0.0020126177325842025	0.002013690318596765	0.002006577387518337
223	second	0.0005426798044062247	0.0005419633161520451	0.0005425102751452422	0.0005427189728610098	0.0005431044847020912
224	thoughts	6.818419258499972e-06	6.813120985870676e-06	6.822271513280533e-06	6.827708024826223e-06	7.017212450700088e-06
225	about	0.0007506833543262528	0.0007504443025648819	0.0007513935775420504	0.0007526806655989557	0.000752762266451297
226	visiting	2.5986939445132894e-05	2.5930002662034046e-05	2.6114918923453922e-05	2.623896575451985e-05	2.6183821251186346e-05
227	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
228	well.	4.1319111171324264e-05	4.132872198336729e-05	4.138488519695152e-05	4.1485257115905884e-05	4.140607236319261e-05
229	That	8.344541637396033e-05	8.348179206482315e-05	8.338582189779146e-05	8.398113107118053e-05	8.448736701797369e-05
230	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
231	people	0.0009109657092117518	0.0009108689753471249	0.0009113255690609202	0.0009125450983936475	0.0009094843149017533
232	of	0.03311341948444819	0.03311837652957768	0.033118991934775376	0.03313089710943323	0.03308533361895389
233	Bradford	1.3225985462309079e-05	1.317323733389706e-05	1.3381256647156299e-05	1.3216998537199015e-05	1.306931610528273e-05
234	bore	1.0020428661973758e-05	9.971259580633337e-06	9.979133138221819e-06	9.82087464477483e-06	9.776971717189773e-06
235	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
236	brunt	6.582033631272026e-07	6.627449255748538e-07	6.553191546064902e-07	6.495671232306345e-07	6.842911865448108e-07
237	of	0.03311341948444819	0.03311837652957768	0.033118991934775376	0.03313089710943323	0.03308533361895389
238	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
239	beast's	5.546838728950458e-08	5.3724458947377895e-08	6.179826998253739e-08	4.674304360716725e-08	6.132798369977077e-08
240	ferocity	3.640919142433178e-07	3.730626429305921e-07	3.8430799145390436e-07	3.6749703249772874e-07	3.9056242250906656e-07
241	was	0.010552506909613964	0.010550535608013516	0.010550397633404351	0.010548684787516593	0.01053793579451376
242	unfair	3.265540056357694e-06	3.250114868480573e-06	3.2315345345035175e-06	3.0947118526124527e-06	2.9824766809783264e-06
243	in	0.024376895331211554	0.02437617999219694	0.02438199114856298	0.024392257705978786	0.02441213649681536
244	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
245	eyes	1.714424654118978e-05	1.7139821586899865e-05	1.7119408249120826e-05	1.732877454553983e-05	1.7065318411615163e-05
246	of	0.03311341948444819	0.03311837652957768	0.033118991934775376	0.03313089710943323	0.03308533361895389
247	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
248	people	0.0009109657092117518	0.0009108689753471249	0.0009113255690609202	0.0009125450983936475	0.0009094843149017533
249	of	0.03311341948444819	0.03311837652957768	0.033118991934775376	0.03313089710943323	0.03308533361895389
250	the	0.05445667808935013	0.05444927453404652	0.054473082860675	0.05450539813086786	0.05447890998585515
